filename,class
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18501.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28156.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16266.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25539.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26118.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01463.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17614.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07738.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21850.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07460.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13440.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03421.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11401.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10841.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13809.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05992.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12211.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00598.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11004.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08327.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26138.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25603.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06821.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_29130.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24369.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16753.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24285.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23500.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02823.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08228.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12999.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06050.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15218.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23885.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24846.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06143.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02390.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11298.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19936.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06789.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23974.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22568.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13230.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06711.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26068.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10185.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16098.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03111.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04149.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14440.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27302.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18517.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26320.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15235.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28196.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04262.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24455.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14076.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09135.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16090.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21610.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01273.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27151.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08873.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27005.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23186.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04030.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06216.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26004.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05904.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15144.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23913.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08681.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00431.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03338.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00711.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23744.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26036.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01961.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18513.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07751.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25128.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23196.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22089.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21966.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08653.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23336.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14501.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01870.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05522.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03354.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14961.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21571.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09213.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25930.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20624.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23586.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16287.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28486.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27969.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06276.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28560.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20617.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19061.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21737.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16619.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19080.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03585.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28906.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00692.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14198.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05023.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14516.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09141.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21867.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28728.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05973.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10329.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16299.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20764.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01162.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02779.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00024.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05892.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21345.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12794.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12434.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20192.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13188.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01705.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06272.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00412.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06708.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16585.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24059.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18920.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19707.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00037.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17419.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06907.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12621.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25915.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09864.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28870.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27143.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09443.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09234.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01456.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25003.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15045.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08519.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05066.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14405.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11736.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16541.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16416.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24719.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02143.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04168.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17533.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16997.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14277.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20929.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05311.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00148.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13770.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27568.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01553.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24933.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20474.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02858.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01659.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13132.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22423.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15635.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04684.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12497.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13127.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03899.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03678.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01743.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19316.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10043.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27049.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16376.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03107.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06640.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04095.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00275.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27775.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12317.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10684.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25256.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02119.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07405.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01597.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28044.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17913.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08385.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02012.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13214.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24722.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20659.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11356.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14235.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05459.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14255.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10090.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03688.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26347.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16267.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13190.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17761.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12296.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22550.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13955.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19330.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17078.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15306.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16422.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13052.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18865.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05211.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06330.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17011.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02035.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09100.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06427.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03702.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09727.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26260.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10493.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28191.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01203.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24925.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23133.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00901.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21352.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14612.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17847.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26811.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25945.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20250.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00469.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07454.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23212.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10704.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01692.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11671.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00406.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28424.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19603.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06569.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06120.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10148.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23388.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07754.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04279.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24381.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26289.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26782.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19394.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13181.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21560.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16544.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06696.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02055.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03692.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27564.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12385.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00633.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26039.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04742.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02368.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20818.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11385.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09137.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07493.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10570.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17522.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07758.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16100.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14762.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25777.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14932.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23315.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15530.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16576.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11824.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15060.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00111.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16216.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04587.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19878.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14375.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08465.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17752.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09692.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13161.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25693.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16001.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27514.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22829.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27178.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21059.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11128.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11457.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05885.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06014.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16379.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16597.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02833.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21236.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19852.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10194.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05177.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27295.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10114.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13265.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05894.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05842.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15562.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23418.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00708.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07732.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00919.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00089.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09950.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26866.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24130.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08673.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22090.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22121.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11153.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15997.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27642.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09279.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07813.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02543.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06126.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26757.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24464.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26878.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02244.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03606.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16179.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06416.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11311.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17949.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07549.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19113.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12572.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17322.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14002.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26062.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24859.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15928.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22033.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19137.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10637.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14810.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21035.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_29051.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18456.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27434.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26170.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16899.png,no
